picture,code
/pages/sidebar/s1indianred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#CD5C5C;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1salmon.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#FA8072;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1crimson.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color: #DC143C;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1darkred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color: #8B0000;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1deeppink.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color: #FF1493;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1mediumvioletred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#C71585;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1coral.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#FF7F50;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#""><i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#""><i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#""><i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#""><i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#""><i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#""><i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#""><i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1orangered.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#FF4500;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1darkorange.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#FF8C00;
    color: #fff;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: #fff;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
/pages/sidebar/s1orange.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Sidebar</title>
<link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"">

<style>
body {
    margin: 0;
    padding: 0;
    font-family: Arial, sans-serif;
}

.sidebar {
    position: fixed;
    left: 0;
    top: 0;
    height: 100%;
    width: 250px;
    background-color:#FFA500;
    color: white;
    padding-top: 20px;
}

.sidebar ul {
    list-style: none;
    padding: 0;
    margin: 0;
}

.sidebar ul li {
    padding: 10px;
}

.sidebar ul li a {
    color: white;
    text-decoration: none;
    display: block;
}

.sidebar ul li a:hover {
    background-color: #555;
}

.icon {
    margin-right: 10px;
}

.main-content {
    margin-left: 250px;
    padding: 20px;
}

</style>
</head>
<body>

<div class=""sidebar"">
    <h1>&nbsp;&nbsp;Codingslab</h1>
    <ul>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-search""></i> Search</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-home""></i> Home</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-tachometer-alt""></i> Dashboard</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-money-bill-wave""></i> Revenue</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-bell""></i> Notifications</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-chart-line""></i> Analysis</a></li>
        <li><a href=""#"">&nbsp;&nbsp;<i class=""icon fas fa-heart""></i> Likes</a></li>
    </ul>
</div>
</body>
</html>"
