picture,code
/pages/footer/fgrey.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: grey;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fblack.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: black;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/findianred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: 	#CD5C5C;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fcoral.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: 	#F08080;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fcrimson.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: 	#DC143C;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/ffirebrick.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: 	#B22222;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color: 	#FF0000;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fvioletred.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color:	#DB7093;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/fmedium.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color:#C71585;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
/pages/footer/ftomato.jpg,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Page Footer<\title>
    <style>
        body {
            background-color: pink;
            margin: 0;
            font-family: Arial, sans-serif;
        }
        
        .content {
            padding: 20px;
        }
        
        footer {
            background-color:#FF6347;
            font-size: 25px;
            color: #fff;
            padding: 20px 0;
            position: fixed;
            bottom: 0;
            width: 100%;
            height: 7%;
        }
        
        .footer-content {
            display: flex;
            justify-content: space-between;
            align-items: center;
            max-width: 1200px;
            margin: 0 auto;
        }
        
        .footer-content p {
            margin: 0;
        }
        
        .footer-content ul {
            list-style-type: none;
            padding: 0;
            margin: 0;
        }
        
        .footer-content ul li {
            display: inline;
            margin-right: 20px;
        }
        
        .footer-content ul li:last-child {
            margin-right: 0;
        }
        
        .footer-content ul li a {
            color: #fff;
            text-decoration: none;
        }
        
        .footer-content ul li a:hover {
            text-decoration: underline;
        }
    <\style>
<\head>
<body>


<footer>
    <div class=""footer-content"">
        <p>&copy; 2024 My Website. All rights reserved.<\p>
        <ul>
            <li><a href=""#"">Home<\a><\li>
            <li><a href=""#"">About<\a><\li>
            <li><a href=""#"">Contact: +91 <u>7589620212<\u><\a><\li>
        <\ul>
    <\div>
<\footer>

<\body>
<\html>"
